path,type,required,array,enum,format,description,omop_table,omop_field,omop_vocab,omop_transform,status,notes
molecular.smallVariants[].proteinChange,string,no,yes,,,Protein change (HGVS).,measurement,G-CDM Variant_Occurrence (somatic-focused),HGVS/HGNC; germline ACMG class+criteria ABSENT in OMOP,GAP: ACMG/zygosity/segregation/de-novo,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic (HGVS/HGNC); VRS/KOIOS emerging but cancer-scoped; ACMG=gene-list filter only (no germline classification); zygosity/segregation/inheritance/trio unmodelled | [[omop-rare-disease-realworld]]
molecular.smallVariants[].publications[],string,no,yes,,,,measurement,G-CDM Variant_Occurrence (somatic-focused),HGVS/HGNC; germline ACMG class+criteria ABSENT in OMOP,GAP: ACMG/zygosity/segregation/de-novo,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic (HGVS/HGNC); VRS/KOIOS emerging but cancer-scoped; ACMG=gene-list filter only (no germline classification); zygosity/segregation/inheritance/trio unmodelled | [[omop-rare-disease-realworld]]
molecular.smallVariants[].ref,string,yes,yes,,,ref sequence VCF-style.,measurement,G-CDM Variant_Occurrence (somatic-focused),HGVS/HGNC; germline ACMG class+criteria ABSENT in OMOP,GAP: ACMG/zygosity/segregation/de-novo,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic (HGVS/HGNC); VRS/KOIOS emerging but cancer-scoped; ACMG=gene-list filter only (no germline classification); zygosity/segregation/inheritance/trio unmodelled | [[omop-rare-disease-realworld]]
molecular.smallVariants[].segregationAnalysis,string,no,yes,"notPerformed, deNovo, fromFather, fromMother, fromMotherAndFather",,Segregation analysis.,measurement,G-CDM Variant_Occurrence (somatic-focused),HGVS/HGNC; germline ACMG class+criteria ABSENT in OMOP,GAP: ACMG/zygosity/segregation/de-novo,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic (HGVS/HGNC); VRS/KOIOS emerging but cancer-scoped; ACMG=gene-list filter only (no germline classification); zygosity/segregation/inheritance/trio unmodelled | [[omop-rare-disease-realworld]]
molecular.smallVariants[].startPosition,integer,yes,yes,,,Start coordinate in GRCh38 VCF-style.,measurement,G-CDM Variant_Occurrence (somatic-focused),HGVS/HGNC; germline ACMG class+criteria ABSENT in OMOP,GAP: ACMG/zygosity/segregation/de-novo,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic (HGVS/HGNC); VRS/KOIOS emerging but cancer-scoped; ACMG=gene-list filter only (no germline classification); zygosity/segregation/inheritance/trio unmodelled | [[omop-rare-disease-realworld]]
molecular.smallVariants[].zygosity,string,no,yes,"heterozygous, homozygous, compHet, hemi, homoplasmic, heteroplasmic",,Zygosity.,measurement,G-CDM Variant_Occurrence (somatic-focused),HGVS/HGNC; germline ACMG class+criteria ABSENT in OMOP,GAP: ACMG/zygosity/segregation/de-novo,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic (HGVS/HGNC); VRS/KOIOS emerging but cancer-scoped; ACMG=gene-list filter only (no germline classification); zygosity/segregation/inheritance/trio unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].acmgClass,string,no,yes,"1, 2, 3, 4, 5",,ACMG class.,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].acmgCriteria[].modifier,string,no,yes,"pvs, ps, pm, pp, ba, bs, bp, bm",,,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].acmgCriteria[].value,string,yes,yes,"PVS1, PS1, PS2, PS3, PS4, PM1, PM2, PM3, PM4, PM5, PM6, PP1, PP2, PP3, PP4, PP5, BA1, BS1, BS2, BS3, BS4, BP1, BP2, BP3, BP4, BP5, BP6, BP7",,,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].cdnaChange,string,no,yes,,,cDNA change (HGVS).,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].description,string,no,yes,,,ISCN Description.,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].diagnosticSignificance,string,no,yes,"primary, incidental, candidate",,Significance for case.,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].externalId,string,no,yes,,,ClinVar variant ID.,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].gdnaChange,string,no,yes,,,gDNA change (HGVS).,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].genes[].code,string,no,yes,,,HGNC:ID,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].identifier,string,yes,yes,,,,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].localization[].code,string,no,yes,"codingRegion, splicingRegion, regulatoryRegion, intronic, intergenic",,Gene localization,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].modeOfInheritance,string,no,yes,"dominant, recessive, XLinked, mitochondrial, unclear",,,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].proteinChange,string,no,yes,,,Protein change (HGVS).,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].publications[],string,no,yes,,,,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].segregationAnalysis,string,no,yes,"notPerformed, deNovo, fromFather, fromMother, fromMotherAndFather",,Segregation analysis.,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
molecular.structuralVariants[].zygosity,string,no,yes,"heterozygous, homozygous, compHet, hemi, homoplasmic, heteroplasmic",,Zygosity.,measurement,G-CDM (partial),SV partial,GAP,DRAFT,[[knowledge/omop]] research 2026-06-30 | OMOP Genomic cancer-scoped; germline SV unmodelled | [[omop-rare-disease-realworld]]
plan.carePlanRd.clinicalManagementDescriptions[],string,no,yes,"diseaseSpecificAmbulatoryCare, universityAmbulatoryCare, localCrd, otherCrd, otherAmbulatoryCare, gp, specialist",,,,,no OMOP care-plan/recommendation model,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.carePlanRd.clinicalManagementRecommended,boolean,yes,no,,,Recommendations for clinical management.,,,no OMOP care-plan/recommendation model,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.carePlanRd.counsellingRecommended,boolean,yes,no,,,Recommendation for human genetic counseling.,,,no OMOP care-plan/recommendation model,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.carePlanRd.molecularBoardDecisionDate,string,yes,no,,date,Date of the case conference.,,,no OMOP care-plan/recommendation model,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.carePlanRd.reEvaluationRecommended,boolean,yes,no,,,Recommendation for re-evaluation.,,,no OMOP care-plan/recommendation model,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.carePlanRd.studyRecommended,boolean,yes,no,,,Recommendation for participation in a clinical study.,,,no OMOP care-plan/recommendation model,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.carePlanRd.therapyRecommended,boolean,yes,no,,,Recommendation for therapy.,,,no OMOP care-plan/recommendation model,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.recommendedStudies[].id,string,yes,yes,,,,,,no OMOP study-recommendation table,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.recommendedStudies[].identifier,string,yes,yes,,,,,,no OMOP study-recommendation table,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.recommendedStudies[].name,string,yes,yes,,,Name of the recommended study.,,,no OMOP study-recommendation table,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.recommendedStudies[].register,string,yes,yes,"NCT, DRKS, Eudra-CT/CTIS, other, yesButStudyIsUnknown",,Study register with priority to NCT if multiple entries exist.,,,no OMOP study-recommendation table,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.recommendedStudies[].variants[],string,no,yes,,,,,,no OMOP study-recommendation table,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.recommendedTherapies[].identifier,string,yes,yes,,,,,,no OMOP recommendation table,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.recommendedTherapies[].strategy,string,yes,yes,"systemicMedication, targetedMedication, preventionMedication, genetic, prophylactic, earlyDetection, combination, nutrition, other",,Description of the recommended therapy strategy.,,,no OMOP recommendation table,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.recommendedTherapies[].strategyCombination,string,no,yes,,,Description of the recommended therapy only if'combination' is selected.,,,no OMOP recommendation table,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.recommendedTherapies[].strategyOther,string,no,yes,,,Description of the recommended therapy only if 'other' is selected.,,,no OMOP recommendation table,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.recommendedTherapies[].type,string,yes,yes,"causal, symptomatic",,Description of the recommended therapy.,,,no OMOP recommendation table,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
plan.recommendedTherapies[].variants[],string,no,yes,,,,,,no OMOP recommendation table,GAP,NOMAP,"[[knowledge/omop]] research 2026-06-30 | do NOT map recommendations to drug/procedure (=administered/performed, semantic error); no OMOP recommendation home; real RD-CDM is FHIR/Phenopackets (Graefe 2025/RareLink) | [[omop-rare-disease-realworld]]"
